z_low,z_hi,fontana_comp_m,fontana_comp_dndlogm,muzzin_m,muzzin_dndlogm,santini_m,santini_dndlogm,march_m,march_dndlogm,san_fr_lee_m,san_fr_lee_dndlogm,caputi_m,caputi_dndlogm,fontana_inc_m,fontana_inc_dndlogm,li_m,li_dndlogm,perez_m,perez_dndlogm,cole_m,cole_dndlogm,baldry_comp_m,baldry_comp_dndlogm,baldry_inc_m,baldry_inc_dndlogm,drory_m,drory_dndlogm,duncan_comp_m,duncan_comp_dndlogm,duncan_inc_m,duncan_inc_dndlogm,lee_m,lee_dndlogm,mous_m,mous_dndlogm
1,1.3,11.4246682842,-3.7404007757,,,,,,,,,,,11.4246682842,-3.6369747899,,,11.5955648028,-3.6965154082,,,,,,,,,,,,,,,,
1,1.3,11.2224309662,-3.0131868132,,,,,,,,,,,11.2224309662,-3.0131868132,,,11.3948348602,-3.3894731299,,,,,,,,,,,,,,,,
1,1.3,11.0233291104,-2.7578539108,,,,,,,,,,,11.0233291104,-2.7319974144,,,11.1940382173,-3.031289235,,,,,,,,,,,,,,,,
1,1.3,10.8257949858,-2.6867485456,,,,,,,,,,,10.8257949858,-2.6867485456,,,10.9975866258,-2.8046163664,,,,,,,,,,,,,,,,
1,1.3,10.6219899367,-2.6996767938,,,,,,,,,,,10.6219899367,-2.6770523594,,,10.79705202,-2.6473459654,,,,,,,,,,,,,,,,
1,1.3,10.4260235432,-2.6253393665,,,,,,,,,,,10.4260235432,-2.6027149321,,,10.5924725143,-2.5887018131,,,,,,,,,,,,,,,,
1,1.3,10.2253539563,-2.6091790562,,,,,,,,,,,10.2253539563,-2.6091790562,,,10.3878548941,-2.5008338798,,,,,,,,,,,,,,,,
1,1.3,10.0231166383,-2.6608920491,,,,,,,,,,,10.0231166383,-2.6608920491,,,10.1916462825,-2.4604626146,,,,,,,,,,,,,,,,
1,1.3,9.8255825137,-2.2601163542,,,,,,,,,,,9.8255825137,-2.3958629606,,,10.0037085145,-2.3616518116,,,,,,,,,,,,,,,,
1,1.3,9.6280483891,-1.9950872657,,,,,,,,,,,9.6280483891,-2.4055591467,,,9.7991099515,-2.2883957688,,,,,,,,,,,,,,,,
1,1.3,,,,,,,,,,,,,9.4242433399,-2.305365223,,,9.5862596023,-2.2881911542,,,,,,,,,,,,,,,,
1,1.3,,,,,,,,,,,,,9.2267092154,-2.1922430511,,,11.9915918221,-4.9757015598,,,,,,,,,,,,,,,,
1,1.3,,,,,,,,,,,,,9.0260396285,-2.2116354234,,,,,,,,,,,,,,,,,,,,
1,1.3,,,,,,,,,,,,,8.8253700416,-2.0920491273,,,,,,,,,,,,,,,,,,,,
1,1.3,,,,,,,,,,,,,8.6262681859,-2.0952811894,,,,,,,,,,,,,,,,,,,,
1,1.3,,,,,,,,,,,,,8.4271663301,-2.0015513898,,,,,,,,,,,,,,,,,,,,
1,1.3,,,,,,,,,,,,,8.2249290121,-2.360310278,,,,,,,,,,,,,,,,,,,,
1,1.3,,,,,,,,,,,,,8.0258271564,-2.3312217195,,,,,,,,,,,,,,,,,,,,
1,1.3,,,,,,,,,,,,,7.8267253006,-3.2426632191,,,,,,,,,,,,,,,,,,,,
1,1.5,,,11.7924985233,-5.8713546307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,11.693738925,-5.173652381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,11.5949793266,-4.6449201444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,11.4984642646,-4.4197062681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,11.3974601299,-3.9942353321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,11.3009450679,-3.8253447935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,11.1976963969,-3.462457192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,11.0989367986,-3.2466323869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,11.0001772002,-3.0777436965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,10.9014176019,-2.9620492695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,10.8093916125,-2.8494783721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,10.7061429415,-2.7963691279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,10.6141169522,-2.6963145277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,10.5131128175,-2.6776232527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,10.4143532191,-2.6464138322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,10.3178381571,-2.6308479351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,10.2168340224,-2.5965112885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,10.1180744241,-2.6184961314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,10.0215593621,-2.5372196736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,9.9227997637,-2.4966230302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,9.8262847017,-2.4560245385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,9.725280567,-2.3716227029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,9.628765505,-2.3623149544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5,,,9.525516834,-2.3686581221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3,1.6,11.7475851871,-4.4065167825,,,,,,,,,,,11.7446563059,-4.3944594975,,,11.793762216,-4.5839678638,,,,,,,,,,,,,,,,
1.3,1.6,11.5427204404,-4.098974683,,,,,,,,,,,11.5427204404,-4.098974683,,,11.5841117573,-3.6754241861,,,,,,,,,,,,,,,,
1.3,1.6,11.3436376331,-3.5563548216,,,,,,,,,,,11.345098547,-3.5503280068,,,11.3864020625,-3.3295092158,,,,,,,,,,,,,,,,
1.3,1.6,11.1461303558,-3.3995105075,,,,,,,,,,,11.1475947964,-3.40553915,,,11.191208106,-3.1448711112,,,,,,,,,,,,,,,,
1.3,1.6,10.9427353396,-3.1160802364,,,,,,,,,,,10.9471233714,-3.116082978,,,10.9940212243,-2.998725785,,,,,,,,,,,,,,,,
1.3,1.6,10.7437424618,-2.8808745361,,,,,,,,,,,10.7466695797,-2.8869040924,,,10.7884693327,-2.8562661525,,,,,,,,,,,,,,,,
1.3,1.6,10.5462589894,-2.8054045587,,,,,,,,,,,10.5447989571,-2.8144452379,,,10.5914455303,-2.7724342934,,,,,,,,,,,,,,,,
1.3,1.6,10.3458448724,-2.7118495678,,,,,,,,,,,10.3443857218,-2.7239041112,,,10.3861334612,-2.7216121123,,,,,,,,,,,,,,,,
1.3,1.6,10.1454492704,-2.6815857276,,,,,,,,,,,10.1469207643,-2.7117252847,,,10.1850566581,-2.6891073237,,,,,,,,,,,,,,,,
1.3,1.6,9.9449787271,-2.3951434199,,,,,,,,,,,9.9450377984,-2.5970723296,,,9.9880904131,-2.6272684529,,,,,,,,,,,,,,,,
1.3,1.6,,,,,,,,,,,,,9.7431636492,-2.5125580178,,,11.9980153512,-4.8365360528,,,,,,,,,,,,,,,,
1.3,1.6,,,,,,,,,,,,,9.5441443216,-2.1869363877,,,,,,,,,,,,,,,,,,,,
1.3,1.6,,,,,,,,,,,,,9.3481587929,-2.2320218972,,,,,,,,,,,,,,,,,,,,
1.3,1.6,,,,,,,,,,,,,9.144844008,-2.2228532796,,,,,,,,,,,,,,,,,,,,
1.3,1.6,,,,,,,,,,,,,8.9459137282,-2.2016319463,,,,,,,,,,,,,,,,,,,,
1.3,1.6,,,,,,,,,,,,,8.7484470073,-2.1834253911,,,,,,,,,,,,,,,,,,,,
1.3,1.6,,,,,,,,,,,,,8.5452679983,-2.6383918795,,,,,,,,,,,,,,,,,,,,
1.3,1.6,,,,,,,,,,,,,8.3478876804,-2.9155440281,,,,,,,,,,,,,,,,,,,,
1.3,1.6,,,,,,,,,,,,,8.1473016393,-2.2342854939,,,,,,,,,,,,,,,,,,,,
1.3,1.6,,,,,,,,,,,,,7.944319241,-3.3613437266,,,,,,,,,,,,,,,,,,,,
1.5,2,,,11.617092159,-5.4738461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,2,,,11.5264287625,-4.7230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,2,,,11.4315615013,-4.4123076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,2,,,11.3344814567,-4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,2,,,11.2329885544,-3.7323076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,2,,,11.1381918989,-3.5753846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,2,,,11.041144333,-3.3138461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,2,,,10.9463476774,-3.1569230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,2,,,10.8472115942,-3.1446153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,2,,,10.7502092159,-2.9815384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,2,,,10.6532689706,-2.9538461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,2,,,10.5607472315,-2.9538461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,2,,,10.4637942772,-2.8984615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,2,,,10.3690357488,-2.8246153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,2,,,10.2698940171,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,2,,,10.1729255295,-2.7107692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6,2,11.6994894238,-4.5900769429,,,,,,,,,,,11.6980306346,-4.5870672304,,,11.8023598744,-4.3985857892,,,,,,,,,,,,,,,,
1.6,2,11.5025528811,-3.9792544819,,,,,,,,,,,11.5025528811,-3.9972995947,,,11.5984092786,-3.8949530937,,,,,,,,,,,,,,,,
1.6,2,11.2939460248,-3.4857077047,,,,,,,,,,,11.2983223924,-3.5037593985,,,11.3984992852,-3.5883576859,,,,,,,,,,,,,,,,
1.6,2,11.0984682713,-3.4824062344,,,,,,,,,,,11.0999270605,-3.4884234657,,,11.2006333613,-3.343792906,,,,,,,,,,,,,,,,
1.6,2,10.9000729395,-3.1452657903,,,,,,,,,,,10.9015317287,-3.1963958035,,,11.0026937558,-3.2123409756,,,,,,,,,,,,,,,,
1.6,2,10.69730124,-3.003607487,,,,,,,,,,,10.69730124,-3.0607503441,,,10.8026744285,-3.0735904412,,,,,,,,,,,,,,,,
1.6,2,10.5003646973,-3.0634617178,,,,,,,,,,,10.4989059081,-3.0574444865,,,10.6005421037,-2.9786245251,,,,,,,,,,,,,,,,
1.6,2,10.299051787,-2.7112792923,,,,,,,,,,,10.3005105762,-3.111281486,,,10.3983432279,-2.9858250538,,,,,,,,,,,,,,,,
1.6,2,10.1021152443,-2.1606072073,,,,,,,,,,,10.1021152443,-2.8192538238,,,10.2024334309,-2.9382965608,,,,,,,,,,,,,,,,
1.6,2,,,,,,,,,,,,,9.8993435449,-2.6986481521,,,,,,,,,,,,,,,,,,,,
1.6,2,,,,,,,,,,,,,9.700948213,-2.4788009411,,,,,,,,,,,,,,,,,,,,
1.6,2,,,,,,,,,,,,,9.5010940919,-2.5356432657,,,,,,,,,,,,,,,,,,,,
1.6,2,,,,,,,,,,,,,9.2968636032,-2.5142835206,,,,,,,,,,,,,,,,,,,,
1.6,2,,,,,,,,,,,,,9.0999270605,-2.712483616,,,,,,,,,,,,,,,,,,,,
1.6,2,,,,,,,,,,,,,8.9015317287,-2.3963958035,,,,,,,,,,,,,,,,,,,,
1.6,2,,,,,,,,,,,,,8.69730124,-2.3599984644,,,,,,,,,,,,,,,,,,,,
1.6,2,,,,,,,,,,,,,8.4989059081,-3.1356399752,,,,,,,,,,,,,,,,,,,,
1.6,2,,,,,,,,,,,,,8.3005105762,-3.4330859973,,,,,,,,,,,,,,,,,,,,
1.6,2,,,,,,,,,,,,,8.0991976659,-3.8207531959,,,,,,,,,,,,,,,,,,,,
1.8,2.5,,,,,11.4958839241,-3.8991863342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8,2.5,,,,,11.2980342262,-3.2940010055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8,2.5,,,,,11.1062427853,-2.9942169906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8,2.5,,,,,10.9035228891,-2.9279440966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8,2.5,,,,,10.7008535486,-2.8975994473,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8,2.5,,,,,10.5035768152,-2.6996008909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8,2.5,,,,,10.2953463486,-2.7171493331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8,2.5,,,,,10.0923568221,-2.4592591344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8,2.5,,,,,9.900759178,-2.2972000573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8,2.5,,,,,9.6974747432,-1.8297284317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8,2.5,,,,,9.50015588,-1.6017896715,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.5,,,11.7086983192,-5.350877193,,,,,,,,,,,,,11.9998663737,-4.8895476989,,,,,,,,,,,,,,,,
2,2.5,,,11.6252975095,-5.1052631579,,,,,,,,,,,,,11.8028105477,-4.2825568084,,,,,,,,,,,,,,,,
2,2.5,,,11.5200956938,-5.2514619883,,,,,,,,,,,,,11.5980282587,-4.1546553503,,,,,,,,,,,,,,,,
2,2.5,,,11.4376518219,-4.5497076023,,,,,,,,,,,,,11.3886024561,-3.6683561266,,,,,,,,,,,,,,,,
2,2.5,,,11.3421298,-4.081871345,,,,,,,,,,,,,11.1879625821,-3.5148526751,,,,,,,,,,,,,,,,
2,2.5,,,11.2541651331,-4.0116959064,,,,,,,,,,,,,10.9915128468,-3.3723186359,,,,,,,,,,,,,,,,
2,2.5,,,11.1580910318,-3.8070175439,,,,,,,,,,,,,10.7867448749,-3.2553885994,,,,,,,,,,,,,,,,
2,2.5,,,11.0661881978,-3.6140350877,,,,,,,,,,,,,10.5987470024,-3.1896504932,,,,,,,,,,,,,,,,
2,2.5,,,10.9698319225,-3.5438596491,,,,,,,,,,,,,10.3939790305,-3.0727204567,,,,,,,,,,,,,,,,
2,2.5,,,10.8777205251,-3.4502923977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.5,,,10.7940498098,-3.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.5,,,10.6934363882,-3.2923976608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2.5,,,10.6011655012,-3.2748538012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,11.6460640242,-4.9576112699,,,,,11.6266015042,-5.0740458015,,,,,11.6398954053,-4.9825865968,,,,,,,,,,,,,,,,,,,,
2,3,11.4449993457,-4.1830301546,,,,,11.3433230989,-3.9519083969,,,,,11.4366828539,-4.2722074942,,,,,,,,,,,,,,,,,,,,
2,3,11.243208558,-3.7667838854,,,,,11.0548970452,-3.5717557252,,,,,11.036234591,-3.524782092,,,,,,,,,,,,,,,,,,,,
2,3,11.0451665196,-3.5005298064,,,,,10.7625326986,-3.406870229,,,,,10.8375046694,-3.395497903,,,,,,,,,,,,,,,,,,,,
2,3,10.8428522579,-3.3426179611,,,,,10.4670082533,-3.1183206107,,,,,10.6387747479,-3.180126089,,,,,,,,,,,,,,,,,,,,
2,3,10.6407575176,-3.0763723251,,,,,10.1805013943,-3.4022900763,,,,,10.4355621965,-2.9924218519,,,,,,,,,,,,,,,,,,,,
2,3,10.4385952322,-2.8434601632,,,,,9.8895146616,-2.6374045802,,,,,10.235338065,-2.8446891661,,,,,,,,,,,,,,,,,,,,
2,3,,,,,,,,,,,,,10.0366081434,-2.6969576289,,,,,,,,,,,,,,,,,,,,
2,3,,,,,,,,,,,,,9.8378782219,-2.5676734399,,,,,,,,,,,,,,,,,,,,
2,3,,,,,,,,,,,,,9.6361598805,-2.5367728109,,,,,,,,,,,,,,,,,,,,
2,3,,,,,,,,,,,,,9.434441539,-2.3644425124,,,,,,,,,,,,,,,,,,,,
2,3,,,,,,,,,,,,,9.2387000374,-2.5733620039,,,,,,,,,,,,,,,,,,,,
2,3,,,,,,,,,,,,,9.0324990661,-2.6992603891,,,,,,,,,,,,,,,,,,,,
2,3,,,,,,,,,,,,,8.8337691446,-2.9389231639,,,,,,,,,,,,,,,,,,,,
2,3,,,,,,,,,,,,,8.6365334329,-2.6436139896,,,,,,,,,,,,,,,,,,,,
2,3,,,,,,,,,,,,,8.4333208816,-3.0308521045,,,,,,,,,,,,,,,,,,,,
2,3,,,,,,,,,,,,,8.2330967501,-3.56874586,,,,,,,,,,,,,,,,,,,,
2,3,,,,,,,,,,,,,8.0358610385,-4.1158655866,,,,,,,,,,,,,,,,,,,,
2.5,3,,,11.7707258404,-5.4782608696,,,,,,,,,,,,,10.7960902234,-3.4823685241,,,,,,,,,,,,,,,,
2.5,3,,,11.5794094654,-5.0492753623,,,,,,,,,,,,,11.0022548682,-3.5012188882,,,,,,,,,,,,,,,,
2.5,3,,,11.396121234,-4.3594202899,,,,,,,,,,,,,11.1935920861,-3.594646774,,,,,,,,,,,,,,,,
2.5,3,,,11.2132298996,-4.052173913,,,,,,,,,,,,,11.4019934776,-3.7813315012,,,,,,,,,,,,,,,,
2.5,3,,,11.0262553371,-3.8086956522,,,,,,,,,,,,,11.5956516609,-4.1694003597,,,,,,,,,,,,,,,,
2.5,3,,,10.8516206627,-3.4608695652,,,,,,,,,,,,,11.7955841296,-4.4045616233,,,,,,,,,,,,,,,,
2.5,3,,,11.7676957696,-5.4716831683,,,,,,,,,,,,,12.0042530391,-4.9940438158,,,,,,,,,,,,,,,,
2.5,3,,,11.5834038404,-5.0471287129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,3,,,11.3989828983,-4.3500990099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,3,,,11.2170207021,-4.0459405941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,3,,,11.0305445545,-3.8083168317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,3,,,10.8485583558,-3.4534653465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3.5,,,,,,,,,,,10.4006299213,-3.5849967804,,,,,11.7981524249,-4.4964894687,,,,,,,,,,,,,,,,
3,3.5,,,,,,,,,,,10.5996850394,-3.6864133934,,,,,11.5919168591,-4.2930786676,,,,,,,,,,,,,,,,
3,3.5,,,,,,,,,,,10.8,-3.8631680618,,,,,11.3944572748,-3.9166815777,,,,,,,,,,,,,,,,
3,3.5,,,,,,,,,,,11.0015748031,-4.0370251127,,,,,11.188221709,-3.7286461519,,,,,,,,,,,,,,,,
3,3.5,,,,,,,,,,,11.2006299213,-4.2195750161,,,,,10.9995381062,-3.6078513618,,,,,,,,,,,,,,,,
3,3.5,,,,,,,,,,,11.4009448819,-4.6745009659,,,,,,,,,,,,,,,,,,,,,,
3,3.5,,,,,,,,,,,11.6012598425,-5.1786864134,,,,,,,,,,,,,,,,,,,,,,
3.5,4,,,,,,,,,,,,,,,,,11.7931756296,-4.93632287,,,,,,,,,,,,,,,,
3.5,4,,,,,,,,,,,,,,,,,11.5962543611,-4.3587443946,,,,,,,,,,,,,,,,
3.5,4,,,,,,,,,,,,,,,,,11.3995327842,-4.0932735426,,,,,,,,,,,,,,,,
3.5,4,,,,,,,,,,,,,,,,,11.198702608,-3.8062780269,,,,,,,,,,,,,,,,
3.5,4,,,,,,,,,,,,,,,,,11.0021164542,-3.7524663677,,,,,,,,,,,,,,,,
3,4,11.5265456142,-4.9517389431,11.0328615304,-4.3576493621,,,11.6552317881,-4.7867701794,,,,,11.5272323083,-4.9546162084,,,,,,,,,,,,,,,,,,,,
3,4,11.3291103214,-4.4591265033,11.2196663127,-4.8553306103,,,11.3622516556,-4.2804488707,,,,,11.3286402371,-4.9482159156,,,,,,,,,,,,,,,,,,,,
3,4,11.1306992364,-4.4583133431,11.4018307291,-4.9941660537,,,11.0729801325,-4.0222254901,,,,,11.1285661356,-4.9418133636,,,,,,,,,,,,,,,,,,,,
3,4,10.9334591021,-3.8673410475,11.5862552201,-5.2041491947,,,10.7837086093,-3.9293926148,,,,,10.9284920341,-4.1640693482,,,,,,,,,,,,,,,,,,,,
3,4,10.7365117054,-3.128828968,11.7642463985,-5.8255918527,,,10.4981456954,-3.4276898269,,,,,10.7284179326,-3.6515692352,,,,,,,,,,,,,,,,,,,,
3,4,,,11.9508966165,-6.0448511459,,,10.2051655629,-3.1372950113,,,,,10.5298258614,-2.7732177229,,,,,,,,,,,,,,,,,,,,
3,4,,,,,,,,,,,,,10.3282697295,-3.2851055947,,,,,,,,,,,,,,,,,,,,
3,4,,,,,,,,,,,,,10.128195628,-3.0988249939,,,,,,,,,,,,,,,,,,,,
3,4,,,,,,,,,,,,,9.9296035569,-2.9308393353,,,,,,,,,,,,,,,,,,,,
3,4,,,,,,,,,,,,,9.7265653946,-2.9274810454,,,,,,,,,,,,,,,,,,,,
3,4,,,,,,,,,,,,,9.5279733235,-2.8783978258,,,,,,,,,,,,,,,,,,,,
3,4,,,,,,,,,,,,,9.3293812523,-2.7378511915,,,,,,,,,,,,,,,,,,,,
3,4,,,,,,,,,,,,,9.1248610597,-3.1399784473,,,,,,,,,,,,,,,,,,,,
3,4,,,,,,,,,,,,,8.9262689885,-3.3104074228,,,,,,,,,,,,,,,,,,,,
3,4,,,,,,,,,,,,,8.7276769174,-3.4930315203,,,,,,,,,,,,,,,,,,,,
3,4,,,,,,,,,,,,,8.5290848462,-3.6787043982,,,,,,,,,,,,,,,,,,,,
3,4,,,,,,,,,,,,,8.326046684,-3.9405900108,,,,,,,,,,,,,,,,,,,,
3,4,,,,,,,,,,,,,8.1274546128,-3.7665067911,,,,,,,,,,,,,,,,,,,,
3.5,4.25,,,,,,,,,,,10.3993660856,-3.9240628488,,,,,,,,,,,,,,,,,,,,,,
3.5,4.25,,,,,,,,,,,10.5996830428,-4.0557511701,,,,,,,,,,,,,,,,,,,,,,
3.5,4.25,,,,,,,,,,,10.8,-4.347945328,,,,,,,,,,,,,,,,,,,,,,
3.5,4.25,,,,,,,,,,,10.9990491284,-4.5438336715,,,,,,,,,,,,,,,,,,,,,,
3.5,4.25,,,,,,,,,,,11.1993660856,-4.6609305531,,,,,,,,,,,,,,,,,,,,,,
3.5,4.25,,,,,,,,,,,11.3996830428,-5.4959262674,,,,,,,,,,,,,,,,,,,,,,
3.5,4.25,,,,,,,,,,,11.6,-5.9223616704,,,,,,,,,,,,,,,,,,,,,,
3.5,4.5,,,,,11.8274111675,-4.3219081796,,,11.6415258043,-4.2849196539,,,,,,,,,,,,,,,,,,,,,,,,
3.5,4.5,,,,,11.421319797,-4.0008485797,,,11.2409409887,-3.9851668727,,,,,,,,,,,,,,,,,,,,,,,,
3.5,4.5,,,,,11.0203045685,-4.0060831915,,,10.8427379828,-3.978986403,,,,,,,,,,,,,,,,,,,,,,,,
3.5,4.5,,,,,10.8274111675,-3.830468099,,,10.640185428,-3.8059332509,,,,,,,,,,,,,,,,,,,,,,,,
3.5,4.5,,,,,10.6243654822,-3.4010561238,,,10.4420196857,-3.3825710754,,,,,,,,,,,,,,,,,,,,,,,,
3.5,4.5,,,,,10.421319797,-3.0743631819,,,10.2416487185,-3.0580964153,,,,,,,,,,,,,,,,,,,,,,,,
3.5,4.5,,,,,10.2233502538,-2.7053843912,,,10.0412541139,-2.6810877627,,,,,,,,,,,,,,,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,12.0685382641,-5.5062736628,11.9484435116,-5.5869122353,8.4547553227,-1.5501197266,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,11.9676813096,-4.8860905981,11.6439574009,-5.5463448455,8.3542805685,-1.5255754492,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,11.866824355,-4.4452739022,11.5469429544,-4.7036101705,8.2568739538,-1.4555690193,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,11.7659674005,-3.9969836075,11.4498047757,-4.1046774553,8.1564306569,-1.3690411928,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,11.6670880334,-3.6981628237,11.3464401402,-3.7743552188,8.0559496112,-1.3568936251,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,11.5662310788,-3.3956077037,11.249186618,-3.4026955168,7.9554790513,-1.3240848744,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,11.463396537,-3.1453702379,11.1488418874,-3.1219525699,7.8519885864,-1.2416968343,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,11.3625395825,-2.9324983024,11.0484803796,-2.8742675158,7.7545651945,-1.2047482972,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,11.2656378026,-2.7121478415,10.9480748316,-2.7133594303,7.6570914708,-1.2669734387,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,11.1667584355,-2.5740094297,10.85071016,-2.5607082684,7.5536324633,-1.1226018494,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,11.0659014809,-2.4433470799,10.7533245169,-2.4493794724,7.4531660977,-1.0815286256,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,10.9670221138,-2.3351030628,10.6376474773,-2.3794183411,7.3556273622,-1.2718531018,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,10.8681427466,-2.2567534406,10.5524148544,-2.321778422,7.2552448828,-1.0654904137,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,10.7653082047,-2.2867759261,10.4519463917,-2.2848374347,7.1546107447,-1.3549961182,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,10.6664288376,-2.2308470999,10.3514674431,-2.2685576305,7.0540164526,-1.5659893272,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,10.5675494704,-2.208549468,10.2418553793,-2.2481682389,,,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,10.4666925159,-2.1675703025,10.1413680421,-2.2484173811,,,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,10.3678131487,-2.1228518744,10.0530693769,-2.2321073778,,,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,10.2689337815,-2.0781334463,9.9495453575,-2.2158351233,,,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,10.168076827,-2.0633118763,9.8551607449,-2.1912757463,,,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,10.0672198725,-1.9513335232,9.7546859907,-2.1667314688,,,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,9.9683405053,-1.9701406841,9.648123192,-2.1380700542,,,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,9.8674835508,-1.9777399102,9.5537364823,-2.1176429139,,,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,9.7686041836,-1.9778630743,9.4502292401,-2.0683127665,,,,,,,,,,,,
