z_low,z_hi,fontana_comp_m,fontana_comp_dndlogm,muzzin_m,muzzin_dndlogm,santini_m,santini_dndlogm,march_m,march_dndlogm,san_fr_lee_m,san_fr_lee_dndlogm,caputi_m,caputi_dndlogm,fontana_inc_m,fontana_inc_dndlogm,li_m,li_dndlogm,perez_m,perez_dndlogm,cole_m,cole_dndlogm,baldry_comp_m,baldry_comp_dndlogm,baldry_inc_m,baldry_inc_dndlogm,drory_m,drory_dndlogm,duncan_comp_m,duncan_comp_dndlogm,duncan_inc_m,duncan_inc_dndlogm,lee_m,lee_dndlogm,mous_m,mous_dndlogm
0,0.1,,,,,,,,,,,,,,,,,,,9.6677472291,-1.9854623004,9.3528016539,-2.0396287027,,,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,9.5668902746,-2.0603239148,9.2492923146,-1.994430792,,,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,9.4680109074,-2.2099190529,9.1488322405,-1.9409608583,,,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,9.3691315403,-2.1652006249,9.0514172372,-1.8874833748,,,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,,,8.9539812623,-1.8753282574,,,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,,,8.8565725505,-1.8094540641,,,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,,,8.753073697,-1.7435949703,,,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,,,8.6525968456,-1.7231829295,,,,,,,,,,,,
0,0.1,,,,,,,,,,,,,,,,,,,,,8.5551587736,-1.7151600487,,,,,,,,,,,,
0.6,1,,,,,11.8316958911,-3.6756344091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,11.6318041529,-3.378704428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,11.4291781514,-3.0846892213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,11.2295271346,-3.2100891478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,11.0321754222,-2.5694678463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,10.8296971739,-2.5346758243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,10.6354499377,-2.54065402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,10.4329716894,-2.5058619979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,10.2331363961,-2.3079610986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,10.0306847102,-2.3197709974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,9.8309224634,-2.2500253804,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,9.6338778784,-2.1482387885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,9.4341272527,-2.0988815119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,9.2343085609,-1.9301068131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,9.0317705473,-1.7904604692,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,8.8293122208,-1.7906198877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,8.629549974,-1.7208742707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,8.4351450238,-1.4501535615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,1,,,,,8.2326086703,-1.3134198376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.4,,,,,11.659136206,-3.8440366587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.4,,,,,11.460111384,-3.3672495676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.4,,,,,11.2611153166,-2.9404625224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.4,,,,,11.0567269426,-2.7371963136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.4,,,,,10.6591864218,-2.6689170589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.4,,,,,10.4575906131,-2.5215376441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.4,,,,,10.2588634844,-2.5623980853,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.4,,,,,10.0572862815,-2.4473716412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.4,,,,,9.8584458264,-2.2911730787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.4,,,,,9.6569362811,-2.293793801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.4,,,,,9.4553573868,-2.1758261778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.4,,,,,9.2565372289,-2.0549217652,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.4,,,,,9.0604588931,-1.9016687716,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.4,,,,,8.8559250555,-1.4454611551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.4,,,,,10.8608245165,-2.8898259528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,1.8,,,,,11.6166870462,-3.9153284672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,1.8,,,,,11.4168167203,-3.6087591241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,1.8,,,,,11.219684344,-3.0160583942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,1.8,,,,,11.0170760684,-2.8788321168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,1.8,,,,,10.8144677928,-3.0686131387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,1.8,,,,,10.6173354166,-2.6394160584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,1.8,,,,,10.4202030403,-2.6160583942,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,1.8,,,,,10.2175947648,-2.7065693431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,1.8,,,,,10.0204623885,-2.5781021898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,1.8,,,,,9.8205920626,-2.499270073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,1.8,,,,,9.6234596863,-2.3211678832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,1.8,,,,,9.4208514107,-2.0846715328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.4,1.8,,,,,9.2182431352,-1.5678832117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,3.5,,,,,11.4847763204,-4.3374301676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,3.5,,,,,11.2803669257,-4.0394785847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,3.5,,,,,11.0815577885,-3.5567970205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,3.5,,,,,10.8827486512,-3.3363128492,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,3.5,,,,,10.6811393853,-3.3005586592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,3.5,,,,,10.482330248,-3.0383612663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,3.5,,,,,10.2863212395,-2.6927374302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,3.5,,,,,10.0875121022,-2.4603351955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,3.5,,,,,9.8831027076,-2.4633147114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.25,5,,,,,,,,,,,11.4005617978,-5.8367275281,,,,,,,,,,,,,,,,,,,,,,
4.25,5,,,,,,,,,,,11.1995786517,-5.4584959662,,,,,,,,,,,,,,,,,,,,,,
4.25,5,,,,,,,,,,,10.9998595506,-5.394219934,,,,,,,,,,,,,,,,,,,,,,
4.25,5,,,,,,,,,,,10.8001404494,-4.7921532042,,,,,,,,,,,,,,,,,,,,,,
4.25,5,,,,,,,,,,,10.6004213483,-4.9168306604,,,,,,,,,,,,,,,,,,,,,,
4.25,5,,,,,,,,,,,10.3994382022,-4.4775525869,,,,,,,,,,,,,,,,,,,,,,
4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8797780518,-4.4565659252,8.3754623921,-1.5433716529,11.1622279715,-4.6326931062,,
4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6263871763,-4.0893137186,8.1276202219,-1.2940048501,10.910671309,-4.6256284172,,
4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,10.382244143,-3.4654627512,7.8760789149,-1.1833385779,10.6616053065,-4.101442573,,
4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1251541307,-3.2091718243,,,10.412539304,-3.5875307015,,
4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8736128237,-2.9563418905,,,10.1609826415,-3.2962194372,,
4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6294697904,-2.6029486208,,,9.911916639,-3.0460061958,,
4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3779284834,-2.3639883126,,,9.6603599765,-2.8471606849,,
4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1282367448,-2.1076888347,,,9.413784634,-2.802429028,,
4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8748458693,-1.9103395407,,,9.1622279715,-2.6755013253,,
4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,8.630702836,-1.7580558411,,,8.910671309,-2.4903544446,,
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-1.8989
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,-1.9233
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,-1.9704
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,-2.0314
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,-2.0552
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,-2.1059
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,-2.1437
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,-2.1786
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,-2.1885
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,-2.2155
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,-2.2338
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,-2.2353
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,-2.2622
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,-2.2517
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,-2.2848
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,-2.317
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,-2.3651
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,-2.4189
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,-2.5038
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,-2.6065
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,-2.7281
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,-2.8877
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,-3.1037
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,-3.3318
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,-3.6056
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,-3.9533
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,-4.3629
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,-4.7776
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,-5.255
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,-5.8749
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,-6.4862
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,-6.8063
0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,-7.1115
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,-2.0094
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,-2.0386
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,-2.1595
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,-2.185
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,-2.0779
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,-2.0847
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,-2.1421
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,-2.1553
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,-2.1244
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,-2.1997
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,-2.2124
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,-2.242
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,-2.2153
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,-2.3201
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,-2.2849
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,-2.3299
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,-2.3498
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,-2.3801
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,-2.3956
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,-2.4218
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,-2.5425
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,-2.6422
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,-2.7842
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,-2.8264
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,-3.1654
0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,-3.538
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,-2.1323
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,-2.2098
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,-2.1903
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,-2.1833
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,-2.2816
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,-2.2579
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,-2.2352
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,-2.2409
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,-2.2083
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,-2.2881
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,-2.2409
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,-2.2334
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,-2.2896
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,-2.2834
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,-2.3325
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,-2.4072
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,-2.4724
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,-2.5788
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,-2.7093
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,-2.8187
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,-3.1092
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,-3.3426
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,-3.5832
0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,-4.3353
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,-2.2918
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,-2.3468
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,-2.2886
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,-2.3082
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,-2.3249
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,-2.2534
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,-2.3423
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,-2.3722
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,-2.3268
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,-2.3315
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,-2.3838
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,-2.3599
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,-2.4933
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,-2.6441
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,-2.7344
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,-2.978
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,-3.1143
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,-3.4625
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,-3.6691
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,-4.1246
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,-4.3543
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,-5.0934
0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,-5.0534
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,-2.4192
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,-2.3942
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,-2.3713
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,-2.3882
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,-2.3816
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,-2.3458
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,-2.4081
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,-2.4311
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,-2.502
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,-2.602
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,-2.7287
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,-2.9214
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,-3.1175
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,-3.3107
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,-3.6486
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,-3.7966
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,-4.5217
0.5,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,-4.2074
0.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,-2.3875
0.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,-2.3201
0.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,-2.353
0.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,-2.3869
0.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,-2.4434
0.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,-2.4869
0.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,-2.5994
0.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,-2.7717
0.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,-2.9187
0.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,-3.2331
0.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,-3.4698
0.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,-3.929
0.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,-4.2207
0.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,-4.5958
0.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,-4.9436
0.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,-4.4841
0.65,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,-5.4821
